State,Year,Dayweek,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,Age Group,Time of day
WA,2018,Wednesday,Multiple,No,No,Yes,110,Driver,Male,38,Outer Regional Australia,26_to_39,Day
WA,2018,Wednesday,Multiple,No,No,Yes,110,Passenger,Female,35,Outer Regional Australia,26_to_39,Day
NSW,2018,Tuesday,Single,No,No,Yes,100,Passenger,Female,63,Outer Regional Australia,40_to_64,Day
Qld,2018,Tuesday,Single,No,No,No,20,Pedal cyclist,Male,65,Major Cities of Australia,65_to_74,Day
NSW,2018,Monday,Single,No,No,No,100,Driver,Male,19,Outer Regional Australia,17_to_25,Day
SA,2018,Monday,Single,No,Yes,No,110,Driver,Male,61,Outer Regional Australia,40_to_64,Day
WA,2018,Monday,Single,No,No,No,110,Passenger,Female,1,Remote Australia,0_to_16,Day
NSW,2018,Sunday,Single,No,No,No,100,Driver,Male,54,Inner Regional Australia,40_to_64,Day
NSW,2018,Sunday,Multiple,No,No,No,80,Motorcycle rider,Male,83,Major Cities of Australia,75_or_older,Day
Qld,2018,Sunday,Single,No,No,No,100,Driver,Male,45,Inner Regional Australia,40_to_64,Night
Qld,2018,Sunday,Single,No,No,No,60,Driver,Male,56,Inner Regional Australia,40_to_64,Night
NT,2018,Saturday,Single,No,No,No,110,Driver,Male,28,Very Remote Australia,26_to_39,Day
SA,2018,Saturday,Single,No,No,No,110,Driver,Female,37,Outer Regional Australia,26_to_39,Day
NSW,2018,Friday,Single,No,No,No,50,Passenger,Male,29,Inner Regional Australia,26_to_39,Night
NSW,2018,Friday,Single,No,No,No,50,Passenger,Male,34,Inner Regional Australia,26_to_39,Night
NSW,2018,Friday,Pedestrian,No,No,No,50,Pedestrian,Male,79,Major Cities of Australia,75_or_older,Day
WA,2018,Thursday,Single,No,No,No,110,Driver,Male,74,Very Remote Australia,65_to_74,Day
NSW,2018,Wednesday,Multiple,No,No,Yes,110,Driver,Male,32,Outer Regional Australia,26_to_39,Night
WA,2018,Wednesday,Multiple,No,No,No,70,Motorcycle rider,Male,23,Major Cities of Australia,17_to_25,Day
NSW,2018,Tuesday,Multiple,No,Yes,Yes,60,Driver,Male,53,Major Cities of Australia,40_to_64,Night
NSW,2018,Tuesday,Single,No,No,No,60,Driver,Male,70,Major Cities of Australia,65_to_74,Day
Qld,2018,Tuesday,Multiple,Yes,No,No,100,Driver,Male,41,Remote Australia,40_to_64,Night
WA,2018,Tuesday,Multiple,No,No,No,70,Motorcycle rider,Male,27,Major Cities of Australia,26_to_39,Night
Qld,2018,Monday,Single,No,No,No,60,Driver,Female,54,Outer Regional Australia,40_to_64,Day
Qld,2018,Sunday,Single,No,No,No,60,Motorcycle rider,Male,36,Inner Regional Australia,26_to_39,Day
SA,2018,Sunday,Single,No,No,No,60,Driver,Female,22,Major Cities of Australia,17_to_25,Night
ACT,2018,Saturday,Multiple,No,No,No,80,Pedal cyclist,Female,63,Major Cities of Australia,40_to_64,Day
NSW,2018,Saturday,Pedestrian,No,No,No,60,Pedestrian,Female,61,Major Cities of Australia,40_to_64,Day
NSW,2018,Saturday,Multiple,No,No,No,80,Motorcycle rider,Male,57,Inner Regional Australia,40_to_64,Day
NSW,2018,Friday,Multiple,No,No,No,60,Motorcycle rider,Male,43,Major Cities of Australia,40_to_64,Day
NT,2018,Thursday,Single,No,No,No,110,Driver,Male,35,Very Remote Australia,26_to_39,Night
Vic,2018,Thursday,Multiple,No,No,Yes,100,Driver,Female,56,Inner Regional Australia,40_to_64,Day
Vic,2018,Thursday,Pedestrian,No,No,No,80,Pedestrian,Female,59,Major Cities of Australia,40_to_64,Day
NSW,2018,Wednesday,Pedestrian,No,No,No,50,Pedestrian,Male,84,Inner Regional Australia,75_or_older,Day
Qld,2018,Tuesday,Single,No,No,No,100,Driver,Female,64,Outer Regional Australia,40_to_64,Day
NSW,2018,Monday,Multiple,No,No,No,100,Passenger,Male,18,Outer Regional Australia,17_to_25,Night
WA,2018,Monday,Multiple,No,No,No,110,Motorcycle rider,Male,36,Outer Regional Australia,26_to_39,Day
NSW,2018,Sunday,Single,No,No,No,100,Passenger,Male,84,Inner Regional Australia,75_or_older,Day
NT,2018,Sunday,Single,No,No,No,110,Driver,Male,65,Remote Australia,65_to_74,Day
Qld,2018,Sunday,Single,No,No,No,60,Driver,Male,24,Inner Regional Australia,17_to_25,Night
WA,2018,Sunday,Multiple,No,No,No,50,Driver,Male,86,Major Cities of Australia,75_or_older,Day
NT,2018,Saturday,Single,No,No,No,110,Driver,Male,28,Remote Australia,26_to_39,Day
Qld,2018,Saturday,Multiple,No,No,No,70,Driver,Male,72,Major Cities of Australia,65_to_74,Night
Tas,2018,Saturday,Multiple,No,No,No,100,Motorcycle rider,Male,21,Outer Regional Australia,17_to_25,Day
Vic,2018,Saturday,Multiple,No,No,No,100,Motorcycle rider,Male,56,Inner Regional Australia,40_to_64,Day
NSW,2018,Friday,Multiple,No,No,No,60,Passenger,Male,17,Major Cities of Australia,17_to_25,Night
Qld,2018,Friday,Single,No,No,No,100,Driver,Male,43,Remote Australia,40_to_64,Day
Qld,2018,Thursday,Multiple,No,No,Yes,100,Driver,Male,56,Very Remote Australia,40_to_64,Day
SA,2018,Thursday,Multiple,No,No,Yes,60,Pedal cyclist,Male,69,Major Cities of Australia,65_to_74,Day
Qld,2018,Wednesday,Single,No,No,No,110,Motorcycle rider,Male,66,Very Remote Australia,65_to_74,Day
SA,2018,Wednesday,Pedestrian,No,No,No,100,Pedestrian,Female,39,Outer Regional Australia,26_to_39,Night
Vic,2018,Wednesday,Pedestrian,Yes,No,No,40,Pedestrian,Female,96,Major Cities of Australia,75_or_older,Day
WA,2018,Wednesday,Single,No,Yes,No,110,Driver,Male,60,Outer Regional Australia,40_to_64,Day
NSW,2018,Tuesday,Multiple,No,Yes,No,50,Pedal cyclist,Male,29,Major Cities of Australia,26_to_39,Day
NSW,2018,Tuesday,Single,No,No,No,100,Driver,Male,22,Outer Regional Australia,17_to_25,Night
NT,2018,Tuesday,Multiple,No,No,No,100,Passenger,Female,81,Very Remote Australia,75_or_older,Day
Qld,2018,Tuesday,Single,No,No,No,60,Passenger,Female,17,Inner Regional Australia,17_to_25,Night
Qld,2018,Tuesday,Multiple,No,No,Yes,90,Driver,Male,81,Major Cities of Australia,75_or_older,Day
Vic,2018,Tuesday,Multiple,No,No,No,50,Driver,Male,19,Major Cities of Australia,17_to_25,Day
NSW,2018,Monday,Multiple,No,No,No,50,Motorcycle rider,Male,30,Major Cities of Australia,26_to_39,Day
NSW,2018,Monday,Pedestrian,No,No,No,50,Pedestrian,Male,66,Major Cities of Australia,65_to_74,Night
Qld,2018,Monday,Multiple,No,Yes,No,90,Driver,Female,55,Inner Regional Australia,40_to_64,Day
Qld,2018,Sunday,Single,No,No,No,100,Passenger,Male,23,Remote Australia,17_to_25,Night
Qld,2018,Sunday,Single,No,No,No,100,Driver,Male,19,Inner Regional Australia,17_to_25,Night
Qld,2018,Sunday,Single,No,No,No,100,Driver,Male,49,Remote Australia,40_to_64,Night
NSW,2018,Saturday,Single,No,No,No,100,Motorcycle rider,Male,42,Outer Regional Australia,40_to_64,Night
Qld,2018,Saturday,Multiple,No,No,No,60,Driver,Female,56,Major Cities of Australia,40_to_64,Day
Tas,2018,Saturday,Single,No,No,No,100,Driver,Female,34,Outer Regional Australia,26_to_39,Day
WA,2018,Saturday,Single,No,No,No,100,Driver,Male,22,Major Cities of Australia,17_to_25,Night
WA,2018,Saturday,Pedestrian,No,No,No,50,Pedestrian,Female,62,Major Cities of Australia,40_to_64,Day
NSW,2018,Friday,Pedestrian,No,No,No,50,Pedestrian,Male,55,Major Cities of Australia,40_to_64,Day
NSW,2018,Friday,Pedestrian,No,No,No,60,Pedestrian,Female,86,Major Cities of Australia,75_or_older,Day
NT,2018,Friday,Pedestrian,No,No,No,70,Pedestrian,Female,27,Outer Regional Australia,26_to_39,Night
Qld,2018,Friday,Multiple,No,No,No,100,Driver,Male,27,Inner Regional Australia,26_to_39,Night
Vic,2018,Friday,Multiple,No,No,No,60,Driver,Male,74,Major Cities of Australia,65_to_74,Day
Vic,2018,Friday,Pedestrian,No,No,No,60,Pedestrian,Male,81,Major Cities of Australia,75_or_older,Day
WA,2018,Friday,Pedestrian,No,No,No,60,Pedestrian,Female,3,Major Cities of Australia,0_to_16,Day
Qld,2018,Thursday,Single,No,No,No,100,Driver,Male,39,Outer Regional Australia,26_to_39,Day
SA,2018,Thursday,Multiple,No,No,No,100,Pedal cyclist,Male,80,Outer Regional Australia,75_or_older,Day
Tas,2018,Thursday,Single,No,No,No,40,Motorcycle rider,Male,25,Outer Regional Australia,17_to_25,Day
WA,2018,Thursday,Multiple,No,No,No,70,Driver,Male,71,Major Cities of Australia,65_to_74,Day
Vic,2018,Wednesday,Single,No,No,No,100,Driver,Female,68,Outer Regional Australia,65_to_74,Night
NSW,2018,Monday,Multiple,No,No,No,70,Motorcycle rider,Male,20,Major Cities of Australia,17_to_25,Night
Qld,2018,Monday,Multiple,No,Yes,No,100,Driver,Male,63,Outer Regional Australia,40_to_64,Day
Qld,2018,Monday,Multiple,No,Yes,No,100,Passenger,Female,63,Outer Regional Australia,40_to_64,Day
Vic,2018,Monday,Multiple,No,No,No,110,Motorcycle rider,Male,32,Major Cities of Australia,26_to_39,Day
WA,2018,Monday,Pedestrian,No,No,No,60,Pedestrian,Male,93,Major Cities of Australia,75_or_older,Day
NSW,2018,Sunday,Multiple,Yes,No,No,110,Driver,Male,60,Outer Regional Australia,40_to_64,Day
Qld,2018,Sunday,Multiple,No,No,No,60,Motorcycle rider,Male,73,Inner Regional Australia,65_to_74,Day
WA,2018,Sunday,Single,No,No,No,50,Driver,Male,21,Major Cities of Australia,17_to_25,Night
WA,2018,Sunday,Single,No,No,No,80,Driver,Male,32,Inner Regional Australia,26_to_39,Night
Qld,2018,Saturday,Multiple,No,No,No,100,Driver,Male,34,Outer Regional Australia,26_to_39,Day
Vic,2018,Saturday,Single,No,No,No,60,Driver,Male,26,Major Cities of Australia,26_to_39,Night
NT,2018,Friday,Multiple,No,No,No,80,Passenger,Female,40,Outer Regional Australia,40_to_64,Day
NT,2018,Friday,Multiple,No,No,No,80,Passenger,Female,53,Outer Regional Australia,40_to_64,Day
Qld,2018,Friday,Multiple,No,No,No,80,Driver,Male,62,Major Cities of Australia,40_to_64,Day
Qld,2018,Friday,Multiple,No,No,No,80,Driver,Female,77,Major Cities of Australia,75_or_older,Day
NSW,2018,Thursday,Multiple,No,No,No,80,Passenger,Female,84,Inner Regional Australia,75_or_older,Day
NSW,2018,Wednesday,Single,No,No,No,80,Passenger,Male,30,Inner Regional Australia,26_to_39,Night
NSW,2018,Wednesday,Single,No,No,No,60,Driver,Female,28,Inner Regional Australia,26_to_39,Night
NT,2018,Wednesday,Multiple,No,No,No,90,Motorcycle rider,Male,16,Outer Regional Australia,0_to_16,Night
Qld,2018,Wednesday,Multiple,No,No,No,80,Motorcycle rider,Female,43,Major Cities of Australia,40_to_64,Day
SA,2018,Wednesday,Multiple,No,No,Yes,110,Driver,Male,42,Inner Regional Australia,40_to_64,Day
Vic,2018,Wednesday,Multiple,No,No,Yes,60,Passenger,Female,56,Outer Regional Australia,40_to_64,Day
WA,2018,Wednesday,Multiple,No,No,No,110,Passenger,Female,56,Outer Regional Australia,40_to_64,Day
WA,2018,Wednesday,Multiple,No,No,No,110,Driver,Male,56,Outer Regional Australia,40_to_64,Day
Qld,2018,Monday,Single,No,No,Yes,100,Driver,Male,27,Very Remote Australia,26_to_39,Day
Vic,2018,Monday,Single,No,No,No,100,Passenger,Male,20,Outer Regional Australia,17_to_25,Day
Vic,2018,Monday,Multiple,No,No,Yes,100,Motorcycle rider,Male,54,Inner Regional Australia,40_to_64,Day
Qld,2018,Sunday,Multiple,No,No,No,60,Driver,Female,26,Major Cities of Australia,26_to_39,Night
NSW,2018,Saturday,Single,No,No,No,80,Passenger,Male,17,Inner Regional Australia,17_to_25,Day
NSW,2018,Saturday,Single,No,No,No,80,Motorcycle rider,Male,35,Outer Regional Australia,26_to_39,Day
NT,2018,Saturday,Single,No,No,No,60,Driver,Female,18,Remote Australia,17_to_25,Night
Vic,2018,Saturday,Single,No,No,No,100,Driver,Male,66,Inner Regional Australia,65_to_74,Night
WA,2018,Saturday,Multiple,No,No,No,90,Motorcycle rider,Male,48,Outer Regional Australia,40_to_64,Day
NSW,2018,Friday,Pedestrian,No,No,No,100,Pedestrian,Female,29,Remote Australia,26_to_39,Night
NSW,2018,Friday,Multiple,No,No,Yes,50,Driver,Male,87,Inner Regional Australia,75_or_older,Night
NSW,2018,Friday,Multiple,No,Yes,No,80,Driver,Female,17,Inner Regional Australia,17_to_25,Day
NSW,2018,Friday,Multiple,No,No,Yes,110,Driver,Male,46,Inner Regional Australia,40_to_64,Day
SA,2018,Friday,Single,No,No,No,110,Driver,Male,78,Inner Regional Australia,75_or_older,Day
Vic,2018,Friday,Single,No,No,No,100,Driver,Male,19,Inner Regional Australia,17_to_25,Night
Vic,2018,Friday,Multiple,No,Yes,No,60,Passenger,Female,19,Major Cities of Australia,17_to_25,Day
Vic,2018,Friday,Single,No,No,No,100,Motorcycle rider,Male,60,Outer Regional Australia,40_to_64,Day
WA,2018,Friday,Single,No,No,Yes,80,Driver,Male,41,Outer Regional Australia,40_to_64,Day
NSW,2018,Thursday,Single,No,No,No,80,Passenger,Male,33,Inner Regional Australia,26_to_39,Night
NSW,2018,Thursday,Pedestrian,No,No,No,50,Pedestrian,Male,9,Major Cities of Australia,0_to_16,Day
Vic,2018,Thursday,Pedestrian,No,No,No,70,Pedestrian,Male,86,Major Cities of Australia,75_or_older,Day
SA,2018,Wednesday,Multiple,No,No,No,100,Driver,Female,69,Inner Regional Australia,65_to_74,Day
Vic,2018,Wednesday,Single,No,No,No,100,Driver,Male,42,Inner Regional Australia,40_to_64,Day
SA,2018,Tuesday,Multiple,No,No,No,60,Driver,Male,63,Major Cities of Australia,40_to_64,Night
Vic,2018,Tuesday,Multiple,No,No,No,100,Driver,Male,26,Inner Regional Australia,26_to_39,Day
Qld,2018,Monday,Multiple,No,No,No,70,Driver,Male,21,Major Cities of Australia,17_to_25,Night
SA,2018,Monday,Multiple,No,No,No,60,Pedal cyclist,Male,28,Inner Regional Australia,26_to_39,Day
NSW,2018,Sunday,Single,No,No,No,80,Driver,Female,24,Major Cities of Australia,17_to_25,Night
Qld,2018,Sunday,Pedestrian,No,No,No,60,Pedestrian,Male,4,Inner Regional Australia,0_to_16,Night
SA,2018,Sunday,Multiple,No,No,No,110,Driver,Female,67,Outer Regional Australia,65_to_74,Day
NSW,2018,Saturday,Single,No,No,No,50,Driver,Male,35,Inner Regional Australia,26_to_39,Night
NSW,2018,Saturday,Multiple,No,No,No,100,Motorcycle rider,Male,64,Inner Regional Australia,40_to_64,Day
Qld,2018,Saturday,Single,No,No,No,60,Passenger,Male,19,Remote Australia,17_to_25,Night
Qld,2018,Saturday,Single,No,No,No,100,Passenger,Male,16,Major Cities of Australia,0_to_16,Night
Vic,2018,Saturday,Pedestrian,No,No,No,40,Pedestrian,Male,62,Major Cities of Australia,40_to_64,Night
Qld,2018,Friday,Single,No,No,No,60,Driver,Female,20,Inner Regional Australia,17_to_25,Night
Qld,2018,Friday,Multiple,No,Yes,No,80,Driver,Male,24,Major Cities of Australia,17_to_25,Day
Qld,2018,Friday,Multiple,No,No,No,60,Passenger,Female,89,Major Cities of Australia,75_or_older,Day
SA,2018,Friday,Multiple,No,Yes,No,60,Pedal cyclist,Male,14,Outer Regional Australia,0_to_16,Day
Vic,2018,Friday,Multiple,No,No,No,50,Motorcycle rider,Male,31,Major Cities of Australia,26_to_39,Day
WA,2018,Friday,Single,No,No,No,80,Driver,Female,40,Inner Regional Australia,40_to_64,Night
WA,2018,Friday,Multiple,Yes,No,No,50,Pedal cyclist,Male,26,Major Cities of Australia,26_to_39,Night
SA,2018,Thursday,Single,No,No,No,50,Motorcycle rider,Male,44,Outer Regional Australia,40_to_64,Day
Vic,2018,Thursday,Single,No,No,No,80,Driver,Male,37,Major Cities of Australia,26_to_39,Night
Qld,2018,Wednesday,Multiple,No,No,No,60,Driver,Male,83,Major Cities of Australia,75_or_older,Day
Qld,2018,Tuesday,Single,No,No,No,80,Driver,Male,17,Very Remote Australia,17_to_25,Day
WA,2018,Tuesday,Single,No,No,No,70,Driver,Male,26,Inner Regional Australia,26_to_39,Day
NSW,2018,Monday,Pedestrian,No,No,No,50,Pedestrian,Male,85,Major Cities of Australia,75_or_older,Day
Qld,2018,Monday,Multiple,No,No,No,60,Motorcycle rider,Male,62,Major Cities of Australia,40_to_64,Day
Vic,2018,Monday,Pedestrian,No,No,No,60,Pedestrian,Male,25,Major Cities of Australia,17_to_25,Night
NSW,2018,Sunday,Single,No,No,No,100,Driver,Male,63,Inner Regional Australia,40_to_64,Day
Tas,2018,Sunday,Multiple,No,No,No,50,Motorcycle rider,Male,36,Inner Regional Australia,26_to_39,Night
NSW,2018,Saturday,Single,No,No,No,100,Driver,Male,34,Outer Regional Australia,26_to_39,Night
NSW,2018,Saturday,Multiple,No,No,No,100,Driver,Male,17,Major Cities of Australia,17_to_25,Day
NSW,2018,Saturday,Multiple,No,No,No,100,Driver,Female,29,Major Cities of Australia,26_to_39,Day
NSW,2018,Saturday,Multiple,No,No,No,100,Passenger,Male,54,Inner Regional Australia,40_to_64,Day
ACT,2018,Friday,Pedestrian,No,No,No,50,Pedestrian,Male,10,Major Cities of Australia,0_to_16,Night
NSW,2018,Friday,Pedestrian,No,No,No,50,Pedestrian,Male,18,Major Cities of Australia,17_to_25,Night
NSW,2018,Friday,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,17_to_25,Night
NSW,2018,Friday,Multiple,No,No,No,80,Driver,Male,52,Inner Regional Australia,40_to_64,Night
NSW,2018,Friday,Single,No,No,Yes,110,Driver,Male,57,Inner Regional Australia,40_to_64,Night
NSW,2018,Friday,Multiple,No,No,No,80,Driver,Female,32,Inner Regional Australia,26_to_39,Night
Qld,2018,Friday,Single,No,No,No,100,Driver,Male,35,Outer Regional Australia,26_to_39,Night
WA,2018,Friday,Single,No,No,No,50,Motorcycle rider,Male,42,Major Cities of Australia,40_to_64,Night
Vic,2018,Thursday,Single,No,No,No,80,Motorcycle rider,Male,52,Outer Regional Australia,40_to_64,Day
Vic,2018,Thursday,Pedestrian,No,No,No,40,Pedestrian,Female,69,Major Cities of Australia,65_to_74,Day
NT,2018,Wednesday,Pedestrian,No,No,No,70,Pedestrian,Female,42,Outer Regional Australia,40_to_64,Night
SA,2018,Wednesday,Single,No,No,No,110,Passenger,Male,1,Very Remote Australia,0_to_16,Day
Vic,2018,Wednesday,Single,No,No,No,100,Passenger,Female,15,Inner Regional Australia,0_to_16,Day
WA,2018,Wednesday,Single,No,No,No,110,Driver,Female,17,Outer Regional Australia,17_to_25,Day
NSW,2018,Tuesday,Pedestrian,No,No,No,60,Pedestrian,Male,83,Major Cities of Australia,75_or_older,Day
Qld,2018,Tuesday,Multiple,No,No,No,60,Motorcycle rider,Male,54,Outer Regional Australia,40_to_64,Day
WA,2018,Tuesday,Single,No,No,No,70,Driver,Male,22,Major Cities of Australia,17_to_25,Day
Qld,2018,Monday,Multiple,No,No,No,60,Motorcycle rider,Male,21,Major Cities of Australia,17_to_25,Night
Qld,2018,Monday,Pedestrian,No,No,No,80,Pedestrian,Male,74,Major Cities of Australia,65_to_74,Day
NSW,2018,Sunday,Single,No,No,No,100,Driver,Male,19,Outer Regional Australia,17_to_25,Night
NSW,2018,Sunday,Multiple,No,No,No,60,Motorcycle rider,Male,22,Major Cities of Australia,17_to_25,Day
Vic,2018,Sunday,Multiple,No,No,No,100,Driver,Female,64,Inner Regional Australia,40_to_64,Night
Vic,2018,Sunday,Multiple,No,No,No,50,Motorcycle rider,Male,30,Inner Regional Australia,26_to_39,Day
NSW,2018,Saturday,Single,No,No,No,50,Driver,Male,24,Outer Regional Australia,17_to_25,Night
Qld,2018,Saturday,Single,No,No,No,80,Passenger,Female,37,Very Remote Australia,26_to_39,Day
Qld,2018,Saturday,Single,No,No,No,80,Passenger,Male,45,Very Remote Australia,40_to_64,Day
Vic,2018,Saturday,Multiple,No,No,No,60,Driver,Male,37,Inner Regional Australia,26_to_39,Night
NSW,2018,Friday,Multiple,No,Yes,No,70,Passenger,Female,57,Major Cities of Australia,40_to_64,Day
NSW,2018,Friday,Multiple,No,Yes,No,70,Passenger,Male,60,Major Cities of Australia,40_to_64,Day
NSW,2018,Friday,Multiple,No,Yes,No,70,Driver,Male,73,Major Cities of Australia,65_to_74,Day
Vic,2018,Friday,Multiple,No,No,Yes,80,Driver,Male,65,Inner Regional Australia,65_to_74,Night
ACT,2018,Thursday,Multiple,No,No,No,60,Motorcycle rider,Male,38,Major Cities of Australia,26_to_39,Day
NSW,2018,Thursday,Multiple,No,No,No,50,Driver,Female,83,Inner Regional Australia,75_or_older,Day
Qld,2018,Thursday,Multiple,No,No,No,80,Driver,Male,28,Major Cities of Australia,26_to_39,Day
Vic,2018,Thursday,Multiple,No,No,No,80,Driver,Female,27,Major Cities of Australia,26_to_39,Day
Vic,2018,Thursday,Single,No,No,No,40,Driver,Male,92,Inner Regional Australia,75_or_older,Day
NSW,2018,Wednesday,Single,No,No,No,50,Motorcycle rider,Male,22,Major Cities of Australia,17_to_25,Night
Qld,2018,Tuesday,Multiple,No,No,Yes,80,Passenger,Male,58,Inner Regional Australia,40_to_64,Day
NSW,2018,Monday,Single,No,No,No,70,Motorcycle rider,Male,57,Major Cities of Australia,40_to_64,Night
NSW,2018,Sunday,Multiple,No,No,No,100,Driver,Male,25,Inner Regional Australia,17_to_25,Night
Qld,2018,Sunday,Multiple,No,No,Yes,100,Driver,Male,44,Inner Regional Australia,40_to_64,Day
Vic,2018,Sunday,Multiple,No,No,No,80,Driver,Male,46,Major Cities of Australia,40_to_64,Night
Vic,2018,Sunday,Multiple,No,No,No,80,Driver,Male,30,Major Cities of Australia,26_to_39,Night
WA,2018,Sunday,Pedestrian,No,No,No,70,Pedestrian,Male,32,Major Cities of Australia,26_to_39,Night
Qld,2018,Saturday,Pedestrian,No,No,No,60,Pedestrian,Male,32,Outer Regional Australia,26_to_39,Night
Qld,2018,Saturday,Multiple,No,No,No,70,Motorcycle rider,Male,70,Major Cities of Australia,65_to_74,Day
WA,2018,Friday,Single,No,No,No,110,Driver,Male,55,Outer Regional Australia,40_to_64,Night
NSW,2018,Thursday,Pedestrian,No,Yes,No,50,Pedestrian,Female,58,Major Cities of Australia,40_to_64,Day
Tas,2018,Thursday,Multiple,No,Yes,No,80,Pedal cyclist,Male,49,Outer Regional Australia,40_to_64,Day
